"Time";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"ep/o/X";"ep/o/Y";"ep/a/X";"ep/a/Y";"ep/b/X";"ep/b/Y";"cou/o/X";"cou/o/Y";"cou/a/X";"cou/a/Y";"cou/b/X";"cou/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"Angle 183/o/X";"Angle 183/o/Y";"Angle 183/a/X";"Angle 183/a/Y";"Angle 183/b/X";"Angle 183/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y"
"13,958";;;;;;;"1544,895";"66,71329";"1544,895";"308,3916";"1542,378";"-212,7273";"-550";"288";"-645,3147";"-122,0979";"-484";"135";"-637,9218";"363,5581";"-614,7526";"429,5011";"-732,3805";"294,0507";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-112";"72";"-49";"114";"-424";"-11"
"14";;;;;;;"1537,343";"-258,0419";"1544,895";"-101,9581";"1542,378";"-64,1958";"-540";"285";"-637,7622";"-114,5455";"-467";"133";"-623,6638";"336,8245";"-596,9302";"402,7674";"-727,0338";"297,6152";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-88";"70";"-27";"114";"-403,6364";"-13,84613"
"14,042";;;;;;;"1514,685";"240,4196";"1537,343";"315,9441";"1544,895";"79,30069";"-528";"282";"-630,2098";"-119,5804";"-448";"133";"-625,4461";"343,9535";"-596,9302";"415,2431";"-725,2516";"301,1797";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-56,22382";"71,74829";"-5,874084";"109,5105";"-375,944";"-13,84613"
"14,083";;;;;;;"1544,895";"-54,12592";"1544,895";"-23,91608";"1542,378";"235,3846";"-514";"280";"-625,1748";"-124,6154";"-430";"132";"-614,7526";"345,7357";"-595,148";"399,203";"-732,3805";"265,5349";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-28";"70";"20";"110";"-347";"-12"
"14,125";;;;;;;"1542,378";"300,8392";"1429,091";"449,3706";"1542,378";"18,8811";"-499";"277";"-620,1399";"-127,1329";"-406";"132";"-593,3657";"336,8245";"-582,6723";"406,3319";"-689,6068";"269,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-2";"68";"49";"112";"-316";"-12"
"14,167";;;;;;;"1542,378";"69,2308";"1542,378";"122,0979";"1544,895";"-187,5524";"-475";"273";"-597,4825";"-127,1329";"-373";"132";"-571,9789";"351,0824";"-561,2854";"413,4609";"-684,26";"235,2368";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"46";"69";"90";"108";"-268";"-8"
"14,208";;;;;;;"1542,378";"86,85309";"1542,378";"44,05591";"1544,895";"127,1329";"-455";"270";"-589,9301";"-132,1678";"-346";"133";"-561,2854";"342,1712";"-545,2452";"404,5497";"-694,9535";"226,3256";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"84";"69";"127,552";"114,5454";"-234";"-7"
"14,25";;;;;;;"1544,895";"494,6853";"1539,86";"245,4546";"1504,615";"225,3147";"-433";"266";"-574,8252";"-127,1329";"-318";"134";"-543,463";"351,0824";"-527,4228";"402,7674";"-670,0021";"256,6237";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"120";"71";"165,3149";"114,5454";"-196";"-3"
"14,292";;;;;;;"1539,86";"298,3217";"1544,895";"315,9441";"1544,895";"79,30069";"-409";"262";"-562,2378";"-129,6503";"-288";"138";"-535,8583";"346,518";"-516,7294";"411,6786";"-649,9218";"268,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"154";"70";"205,594";"112,028";"-155";"3"
"14,333";;;;;;;"1542,378";"182,5175";"1542,378";"348,6713";"1542,378";"124,6154";"-385";"259";"-549,6504";"-132,1678";"-134,2657";"1,258728";"-519,8181";"346,518";"-496,649";"426,7188";"-616,0592";"268,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"190,49";"64,1958";"241";"111";"-126,7133";"8,811218"
"14,375";;;;;;;"1542,378";"378,8811";"1542,378";"265,5944";"1544,895";"167,4126";"-359";"256";"-521,958";"-132,1678";"-91,46851";"13,84613";"-512,6892";"339,389";"-469,9154";"410,6786";"-605,3657";"284,1395";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"227";"69";"273";"109";"-90";"15"
"14,417";;;;;;;"1544,895";"275,6643";"1544,895";"295,8042";"1544,895";"26,43359";"-333";"255";"-506,8531";"-124,6154";"-68,81122";"26,43359";"-478,8266";"339,389";"-448,5285";"407,1142";"-592,89";"271,6638";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"266";"70";"316,364";"104,4755";"-48";"25"
"14,458";;;;;;;"1544,895";"91,88809";"1544,895";"293,2867";"1544,895";"142,2378";"-305";"257";"-486,7133";"-122,0979";"-28,53149";"33,98599";"-452,093";"337,6068";"-423,5771";"392,8562";"-582,1966";"275,2283";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"300";"71";"356,6429";"106,993";"-11";"33"
"14,5";;;;;;;"1542,378";"-3,776184";"1544,895";"300,8392";"1544,895";"222,7972";"-279";"266";"-456,5035";"-106,993";"16,7832";"51,6084";"-432,4883";"344,7357";"-405,7548";"408,8964";"-562,5919";"271,6638";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"335";"75";"384";"104";"29,37061";"49,09091"
"14,542";;;;;;;"1544,895";"185,035";"1534,825";"220,2797";"1544,895";"101,958";"-283";"301";"-436,3636";"-101,9581";"41,95801";"69,2308";"-412,8837";"364,3404";"-387,9323";"423,1543";"-564,3742";"273,4461";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"367";"83";"409";"104";"61";"67"
"14,583";;;;;;;"1532,308";"13,84613";"1544,895";"46,57339";"1544,895";"91,88809";"-265";"316";"-416,2238";"-89,37061";"62,09802";"99,44061";"-409,3192";"369,6871";"-382,5856";"440,9767";"-589,3256";"255,6237";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"346,573";"94,40561";"452,308";"106,993";"67,13306";"91,88809"
"14,625";;;;;;;"1529,79";"114,5454";"1544,895";"119,5804";"1544,895";"182,5175";"-250";"325";"-406,1539";"-79,30072";"79,71997";"112,028";"-402,1902";"391,074";"-373,6744";"455,2346";"-566,1564";"298,3974";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"354";"122";"457,343";"129,6504";"86";"115"
"14,667";;;;;;;"1514,685";"81,81821";"1436,643";"290,7692";"1542,378";"336,0839";"-254";"332";"-413,7063";"-79,30072";"74,68506";"134,6853";"-398,6257";"389,2917";"-371,8922";"457,0169";"-573,2854";"268,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"306,2939";"167,4126";"443";"190";"89";"130"
"14,708";;;;;;;"1514,685";"180";"1512,168";"212,7273";"1517,203";"212,7273";"-268";"333";"-418,7413";"-84,33569";"52,02802";"144,7552";"-415";"384";"-387,9323";"455,2346";"-582,1966";"269,8816";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"245,874";"202,6573";"377";"245";"74";"136"
"14,75";;;;;;;"1544,895";"119,5804";"1499,58";"265,5944";"1542,378";"373,8462";"-288";"330";"-426,2937";"-84,33569";"26,85309";"152,3077";"-428";"377";"-409,3192";"444,5412";"-580,4144";"268,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"189";"231";"302";"296";"34,40558";"152,3077"
"14,792";;;;;;;"1542,378";"356,2238";"1524,755";"255,5245";"1542,378";"235,3846";"-316,035";"331,0349";"-438,8811";"-99,44061";"-3,356628";"149,7902";"-444,964";"373,2516";"-418,2304";"442,759";"-605,3657";"248,4947";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"122,517";"253,007";"225";"343";"6";"161"
"14,833";;;;;;;"1544,895";"86,85309";"1544,895";"104,4755";"1544,895";"305,8741";"-331";"324";"-464,0559";"-106,993";"-48,67133";"147,2727";"-469,9154";"367,9048";"-453,8752";"430,2833";"-612,4947";"268,0993";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"68,88794";"314,024";"120";"376,3636";"-49,09497";"150,048"
"14,875";;;;;;;"1539,86";"237,9021";"1542,378";"363,7762";"1544,895";"363,7762";"-363,3566";"310,9091";"-469,0909";"-109,5105";"-73,84613";"154,8252";"-495";"369";"-464,5687";"437,4123";"-626,7526";"296,6152";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-4";"316";"24,33569";"391,4685";"-71,32867";"162,3776"
"14,917";;;;;;;"1537,343";"134,6853";"1544,895";"247,972";"1544,895";"419,1608";"-398,6014";"285,7343";"-489,2308";"-117,0629";"-216";"221";"-516";"372";"-487,7378";"433,8478";"-641,0106";"296,6152";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-45,64069";"359,9063";"-36,08392";"416,6434";"-84";"193"
"14,958";;;;;;;"1542,378";"489,6504";"1544,895";"190,0699";"1542,378";"-1,258728";"-418,7413";"293,2867";"-509,3706";"-119,5804";"-230";"242";"-534";"376";"-503,778";"440,9767";"-662,3975";"300,1797";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-90,50848";"390,4391";"-89,38391";"443,2914";"-96";"225"
"15";;;;;;;"1544,895";"139,7203";"1542,378";"202,6573";"1542,378";"33,98599";"-426,2937";"305,8741";"-524,4755";"-112,028";"-119,1608";"237,9021";"-553";"383";"-516,2537";"444,5412";"-682,0021";"303,7442";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-127,6176";"409,5559";"-130,9911";"461,2837";"-118,6215";"237,5046"
"15,042";;;;;;;"1368,671";"497,2028";"1542,378";"164,8951";"1542,378";"94,40561";"-438,8811";"305,8741";"-534,5454";"-106,993";"-134,2657";"268,1119";"-551,8985";"385,7273";"-530,5116";"451,6702";"-680,2198";"294,833";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-159,1041";"425,2991";"-166,9757";"475,9025";"-135,4892";"270,1156"
"15,083";;;;;;;"1524,755";"258,042";"1544,895";"260,5594";"1544,895";"169,9301";"-448,951";"323,4965";"-537,0629";"-104,4755";"-146,8531";"288,2518";"-587,5433";"380,3805";"-553,6807";"460,5814";"-717,6469";"282,3573";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-177,0964";"444,416";"-188,3416";"488,2722";"-147,8589";"289,2325"
"15,125";;;;;;;"1507,133";"295,8042";"1544,895";"167,4126";"1544,895";"192,5874";"-464,0559";"318,4615";"-557,2028";"-94,40558";"-166,993";"293,2867";"-582,1966";"391,074";"-560,8097";"453,4524";"-699,8245";"284,1395";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-195,6137";"445,5405";"-203,4854";"489,3967";"-162,4777";"292,606"
"15,167";;;;;;;"1544,895";"174,965";"1544,895";"250,4895";"1542,378";"298,3217";"-466,5734";"320,979";"-554,6853";"-96,9231";"-179,5804";"300,8392";"-600,019";"403,5497";"-575,0676";"462,3636";"-717,6469";"318,0021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-211,3569";"448,914";"-203,4854";"496,1438";"-179,8705";"304,9757"
"15,208";;;;;;;"1539,86";"182,5175";"1544,895";"421,6783";"1544,895";"373,8462";"-479,1608";"313,4266";"-559,7203";"-96,9231";"-189,6503";"303,3566";"-608,9302";"399,9852";"-589,3256";"462,3636";"-741,3805";"294,1797";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-209,1079";"454,5366";"-197,8628";"505,14";"-191,1156";"302,7267"
"15,25";;;;;;;"1544,895";"268,1119";"1542,378";"338,6014";"1542,378";"439,3007";"-491,7483";"315,9441";"-572,3077";"-99,44061";"-189,6503";"295,8042";"-607,7125";"395,7674";"-582,7611";"456,3636";"-752,074";"308,4376";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-196,7382";"456,7856";"-187,7421";"513,0116";"-188";"300"
"15,292";;;;;;;"1542,378";"361,2587";"1537,343";"174,965";"1527,273";"-86,85309";"-489,2308";"318,4615";"-577,3427";"-101,9581";"-197,2028";"283,2168";"-616,6237";"395,7674";"-591,6723";"459,9281";"-746,7273";"313,7843";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-191,1156";"464,6573";"-175,3724";"517,5096";"-196,7382";"282,4854"
"15,333";;;;;;;"1544,895";"268,1119";"1481,958";"298,3217";"1537,343";"393,986";"-484,1958";"313,4266";"-579,8601";"-101,9581";"-192,1678";"275,6643";"-623,7526";"390,4207";"-595,2368";"456,3636";"-746,7273";"308,4376";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-178,8705";"464,6573";"-163,1272";"518,6342";"-189";"282"
"15,375";;;;;;;"1497,063";"280,6993";"1544,895";"343,6364";"1519,72";"363,7762";"-481,6783";"313,4266";"-574,8252";"-106,993";"-194,6853";"273,1469";"-614,8414";"390,4207";"-589,89";"452,7991";"-746,7273";"310,2199";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-164,2517";"472,5289";"-146,2594";"524,2567";"-194,6137";"274,6137"
"15,417";;;;;;;"1542,378";"288,2518";"1542,378";"275,6643";"1544,895";"451,8881";"-476,6433";"310,9091";"-569,7902";"-106,993";"-194,6853";"258,042";"-623,7526";"392,203";"-588,1078";"468,8393";"-734,2516";"320,9133";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-147,3839";"479,276";"-128,2672";"528,7548";"-194,6137";"259,995"
"15,458";;;;;;;"1517,203";"361,2587";"1537,343";"388,951";"1542,378";"295,8042";"-489,2308";"308,3916";"-574,8252";"-106,993";"-192,1678";"250,4895";"-597,019";"397,5497";"-582,7611";"458,1459";"-736,0338";"288,833";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-126,0181";"484,8986";"-103,5277";"535,502";"-192,3647";"253,2479"
"15,5";;;;;;;"1479,441";"253,007";"1542,378";"295,8042";"1542,378";"381,3986";"-491,7483";"313,4266";"-572,3077";"-109,5105";"-189,6503";"253,007";"-611,2769";"386,8562";"-575,6321";"447,4524";"-748,5095";"319,1311";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-109,1503";"495,0193";"-87,78448";"542,249";"-194,6137";"254,3724"
"15,542";;;;;;;"1542,378";"303,3566";"1484,476";"338,6014";"1534,825";"502,2378";"-486,7133";"315,9441";"-562,2378";"-104,4755";"-189,6503";"255,5245";"-613,0592";"392,203";"-575,6321";"461,7104";"-739,3002";"310,8731";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-97,90521";"488,2722";"-76,53931";"536,6265";"-188,9911";"258,8705"
"15,583";;;;;;;"1537,343";"346,1538";"1544,895";"444,3357";"1542,378";"449,3706";"-481,6783";"320,979";"-559,7203";"-106,993";"-184,6154";"255,5245";"-598,5031";"403,5497";"-577,1162";"462,3636";"-725,0423";"319,7843";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-77,66382";"492,7702";"-56,29797";"534,3774";"-186,7421";"257,7459"
"15,625";;;;;;;"1539,86";"507,2727";"1507,133";"230,3496";"1544,895";"185,035";"-481,6783";"318,4615";"-557,2028";"-104,4755";"-182,0979";"255,5245";"-598,5031";"389,2917";"-571,7695";"460,5814";"-726,8245";"309,0909";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-66,41858";"492,7702";"-38,30573";"538,8755";"-182,244";"257,7459"
"15,667";;;;;;;"1537,343";"320,979";"1544,895";"336,0839";"1499,58";"429,2308";"-474,1259";"315,9441";"-549,6504";"-106,993";"-174,5455";"255,5245";"-582,463";"385,7273";"-555,7294";"444,5412";"-709,0021";"303,7442";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-41,67932";"490,5212";"-14,6908";"535,502";"-176,6215";"256,6214"
"15,708";;;;;;;"1542,378";"406,5734";"1466,853";"137,2028";"1451,748";"99,44061";"-461,5385";"323,4965";"-544,6154";"-104,4755";"-169,5105";"258,042";"-575,334";"391,074";"-548,6004";"451,6702";"-709,0021";"310,8731";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-32,68311";"487,1476";"-2,321106";"536,6265";"-170,9988";"257,7459"
"15,75";;;;;;;"1456,783";"245,4546";"1517,203";"260,5594";"1517,203";"285,7343";"-456,5035";"320,979";"-539,5804";"-96,9231";"-164,4755";"255,5245";"-568,205";"378,5983";"-545,0359";"451,6702";"-673,3573";"294,833";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-13,56628";"491,6457";"15,67108";"536,6265";"-167,6252";"254,3724"
"15,792";;;;;;;"1489,51";"245,4546";"1544,895";"185,035";"1446,713";"288,2518";"-453,986";"323,4965";"-534,5454";"-94,40558";"-156,9231";"260,5594";"-559,2939";"389,2917";"-541,4714";"455,2346";"-684,0507";"296,6152";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-5,874084";"479,5804";"30,28992";"531,0038";"-156,9231";"260,5594"
"15,833";;;;;;;"1544,895";"169,9301";"1544,895";"237,9021";"1529,79";"275,6643";"-448,951";"326,014";"-532,028";"-101,9581";"-156,9231";"263,0769";"-545,0359";"385,7273";"-523,649";"446,3235";"-673,3573";"293,0507";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"15,67108";"490,5212";"42,65997";"533,2529";"-157,5046";"264,493"
"15,875";;;;;;;"1532,308";"152,3077";"1328,392";"195,1049";"1489,51";"386,4336";"-443,9161";"323,4965";"-526,993";"-94,40558";"-151,8881";"265,5944";"-536,1247";"383,945";"-516,5201";"437,4123";"-666,2283";"298,3974";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"23,54279";"492,7702";"60,65198";"536,6265";"-154,1311";"263,3685"
"15,917";;;;;;;"1539,86";"205,1748";"1542,378";"293,2867";"1320,839";"381,3986";"-436,3636";"326,014";"-521,958";"-91,88812";"-144,3356";"265,5944";"-536,1247";"392,8562";"-518,3023";"446,3235";"-659,0993";"291,2685";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"34,78802";"488,2722";"78,64404";"531,0038";"-146,2594";"265,6176"
"15,958";;;;;;;"1527,273";"260,5594";"1529,79";"258,042";"1534,825";"33,98599";"-436,3636";"328,5315";"-519,4406";"-86,85309";"-139,3007";"270,6294";"-539,6892";"373,2516";"-511,1733";"435,63";"-676,9218";"301,9619";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"48,28198";"483,7741";"87,64001";"527,6303";"-139,5123";"270,1156"
"16";;;;;;;"1544,895";"122,0979";"1527,273";"137,2028";"1539,86";"341,1189";"-431,3287";"333,5664";"-509,3706";"-86,85309";"-129,2308";"268,1119";"-527,2135";"376,8161";"-507,6089";"440,9767";"-646,6237";"289,4862";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"64,02502";"490,5212";"100,01";"527,6303";"-139,5123";"270,1156"
"16,042";;;;;;;"1529,79";"167,4126";"1489,51";"361,2587";"1499,58";"381,3986";"-416,2238";"336,0839";"-504,3357";"-81,81818";"-124,1958";"278,1818";"-521,8668";"376,8161";"-509,3911";"437,4123";"-628,8012";"298,3974";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"73,02197";"484,8986";"112,38";"524,2567";"-123,769";"279,1118"
"16,083";;;;;;;"1431,608";"220,2797";"1454,266";"421,6783";"1529,79";"371,3287";"-416,2238";"341,1189";"-501,8182";"-76,7832";"-124,1958";"293,2867";"-527,6089";"374,2516";"-506,222";"434,8478";"-647,019";"290,4862";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80,89294";"487,1476";"119,127";"522,0077";"-122,6445";"294,855"
"16,125";;;;;;;"1544,895";"308,3916";"1537,343";"225,3147";"1524,755";"255,5245";"-418,7413";"346,1538";"-494,2657";"-76,7832";"-126,7133";"305,8741";"-538,3023";"376,0338";"-511,5687";"433,0655";"-664,8414";"295,833";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"78,64404";"488,2722";"124,75";"525,3812";"-132,7653";"307,2247"
"16,167";;;;;;;"1532,308";"217,7622";"1542,378";"331,049";"1542,378";"187,5525";"-426,2937";"346,1538";"-506,8531";"-74,26569";"-131,7482";"305,8741";"-527,6089";"381,3805";"-508,0042";"447,3235";"-668,4059";"290,4862";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"78,64404";"482,6496";"124,75";"529,8793";"-132,7653";"307,2247"
"16,208";;;;;;;"1514,685";"200,1399";"1539,86";"154,8252";"1544,895";"182,5175";"-428,8112";"341,1189";"-511,8881";"-69,23077";"-131,7482";"293,2867";"-536,5201";"390,2917";"-511,5687";"447,3235";"-661,2769";"306,5264";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"78,64404";"482,6496";"124,75";"529,8793";"-133,8898";"295,9796"
"16,25";;;;;;;"1544,895";"265,5944";"1539,86";"303,3566";"1542,378";"69,2308";"-433,8461";"336,0839";"-519,4406";"-86,85309";"-139,3007";"273,1469";"-526,9154";"388,5095";"-508,0042";"450,8879";"-669,4947";"283,3573";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"51,65601";"453,4121";"98,88501";"500,6418";"-138,3878";"274,6137"
"16,292";;;;;;;"1539,86";"132,1678";"1539,86";"182,5175";"1459,301";"570,2098";"-441,3986";"328,5315";"-529,5105";"-86,85309";"-146,8531";"242,9371";"-550,0845";"388,5095";"-518,0042";"449,1057";"-694,4461";"315,4376";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"26,91638";"421,9256";"76,39502";"469,1554";"-146,2594";"242,0027"
"16,333";;;;;;;"1544,895";"333,5664";"1431,608";"570,2098";"1529,79";"104,4755";"-464,0559";"320,979";"-532,028";"-96,9231";"-149,3706";"192,5874";"-544,7378";"386,7273";"-521,5687";"443,759";"-671,2769";"301,1797";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"7,799622";"363,4507";"64,02502";"412,9295";"-148,5085";"194,7729"
"16,375";;;;;;;"1524,755";"247,972";"1539,86";"86,85309";"1544,895";"-139,7203";"-469,0909";"303,3566";"-537,0629";"-96,9231";"-166,993";"144,7552";"-558,9958";"384,945";"-532,2621";"450,8879";"-667,7125";"310,0909";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-12,44177";"303,8512";"38,1615";"351,0809";"-166,5007";"147,5432"
