"Time";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"ep/o/X";"ep/o/Y";"ep/a/X";"ep/a/Y";"ep/b/X";"ep/b/Y";"cou/o/X";"cou/o/Y";"cou/a/X";"cou/a/Y";"cou/b/X";"cou/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"Angle 183/o/X";"Angle 183/o/Y";"Angle 183/a/X";"Angle 183/a/Y";"Angle 183/b/X";"Angle 183/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y"
"6,792";;;;;;;"-448,951";"-74,26569";"-504,3357";"378,8811";"-305,4545";"-449,3706";"-505";"376";"-513,4456";"-159,6018";"-446,4336";"-71,74823";"-506,8531";"456,9231";"-476,6433";"524,8951";"-632,7273";"348,6713";;;;;;;;;;;;;;;;;;;;;;;;;"-293";"-490";"-265,9725";"-528,106";"-444,1966";"-77,19873";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,833";;;;;;;"-481,6783";"-74,26569";"-516,9231";"373,8462";"-373,4266";"-466,993";"-519";"369";"-543";"-162";"-481,6783";"-71,74823";"-504,3357";"449,3706";"-481,6783";"522,3776";"-640,2797";"326,014";;;;;;;;;;;;;;;;;;;;;;;;;"-353,3023";"-513,848";"-342,6089";"-545,928";"-481,6237";"-78,98102";"-625,1748";"-703,636";"-474,1259";"-567,692";"-615,1049";"-912,587";;;;;;;;;;;;;;;;;;;;;;;;;"-625,1748";"-658,322";"-579,8601";"-567,692";"-622,6573";"-832,028";;;;;;
"6,875";;;;;;;"-506,8531";"-64,1958";"-534,5454";"363,7762";"-438,8811";"-492,168";"-531";"362";"-543,2159";"-169,5253";"-506,8531";"-64,1958";"-499";"436";"-473";"513";"-617,6224";"333,5664";;;;;;;;;;;;;;;;;;;;;;;;;"-410,334";"-526,323";"-404,9873";"-558,4041";"-506,575";"-66,50531";"-620,1399";"-733,8459";"-474,1259";"-567,692";"-728,3916";"-1081,259";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,917";;;;;;;"-544,6154";"-41,53851";"-544,6154";"356,2238";"-486,7133";"-484,615";"-542";"357";"-551,4854";"-174,487";"-542,0979";"-39,021";"-503";"432";"-478";"513";"-617,6224";"331,049";;;;;;;;;;;;;;;;;;;;;;;;;"-216,0697";"-613,653";"-404,9873";"-558,4041";"-367,5602";"-847,127";"-471,6084";"-540";"-474,1259";"-567,692";"-547,1329";"-41,53851";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"6,958";;;;;;;"-564,7552";"-44,05603";"-552,1678";"323,4965";"-526,993";"-494,6851";"-552";"355";"-564,7167";"-172,8331";"-562,2378";"-46,57343";"-507";"428";"-482";"513";"-624";"327";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-521,958";"-545,035";"-547,1329";"-577,762";"-564,7552";"-54,12592";"-768,6713";"-842,098";"-630,2098";"-557,6219";"-753,5664";"-882,3781";"-773,7063";"-847,1331";"-544,6154";"-560,14";"-730,9091";"-942,797";;;;;;;;;;;;;;;;;;;;;;;;
"7";;;;;;;"-582,3776";"-64,1958";"-562,2378";"356,2238";"-567,2727";"-497,203";"-561";"355";"-579,6018";"-176,1409";"-584,8951";"-64,1958";"-511";"426";"-485";"510";"-632";"328";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-564,7552";"-529,9301";"-574,8252";"-567,692";"-579,8601";"-64,1958";;;;;;;;;;;;;"-368,3916";"-718,741";"-506,8531";"-552,587";"-370,9091";"-937,762";;;;;;;;;;;;;;;;;;
"7,042";;;;;;;"-594,965";"-56,64337";"-572,3077";"356,2238";"-587,4126";"-499,72";"-571";"357";"-581,2557";"-184,4104";"-597,4825";"-56,64337";"-518,4073";"420,9188";"-480,3676";"498,6524";"-662,2971";"321,6845";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-587,4126";"-529,9301";"-594,965";"-572,7271";"-594,965";"-61,67828";"-874,4056";"-839,58";"-630,2098";"-557,6219";"-713,2867";"-1056,084";;;;;;;;;;;;;"-222,3776";"-721,259";"-486,7133";"-545,035";"-73,84613";"-1003,217";"-1060,699";"-1229,79";"-579,8601";"-567,692";"-874,4056";"-1051,049";;;;;;
"7,083";;;;;;;"-612,5874";"-66,71332";"-584,8951";"361,2587";"-615,1049";"-502,238";"-580";"358";"-584,5636";"-161,2557";"-610,0699";"-69,23077";"-521";"424";"-493";"505";"-655";"326";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-612,5874";"-532,448";"-620,1399";"-565,175";"-615";"-60";"-992,7273";"-874,825";"-630,2098";"-557,6219";"-816,5035";"-1033,427";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"7,125";;;;;;;"-620,1399";"-81,81818";"-589,9301";"358,7413";"-620,9495";"-531,73";"-589";"357";"-601";"-162";"-622,6573";"-84,33569";"-525";"422";"-496";"501";"-665";"325";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-884,4755";"-862,238";"-620,1399";"-565,175";"-690,6294";"-784,196";"-620,1399";"-532,448";"-630,2098";"-557,6219";"-620,1399";"-81,81818";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"7,167";;;;;;;"-640,2797";"-84,33569";"-605,035";"356,2238";"-615,1049";"-502,238";"-601";"356";"-614";"-164";"-642,7972";"-86,85309";"-531";"419";"-499";"497";"-678";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-620,1399";"-532,448";"-630,2098";"-557,6219";"-636";"-83";"-401,1189";"-743,916";"-544,6154";"-560,14";"-212,3077";"-993,147";;;;;;;;;;;;;"-423,7762";"-716,224";"-579,8601";"-567,692";"-547,1329";"-945,3149";;;;;;
"7,208";;;;;;;"-640,2797";"-61,67828";"-607,5525";"363,7762";"-625,1748";"-489,65";"-606";"359";"-617";"-162";"-637,7622";"-61,67828";"-532";"420";"-500";"498";"-684";"327";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-620,1399";"-532,448";"-630,2098";"-557,6219";"-639";"-81";;;;;;;"-383,4965";"-872,308";"-506,8531";"-552,587";"-217,3427";"-1088,811";;;;;;;"-368,3916";"-867,2729";"-579,8601";"-567,692";"-491,7483";"-922,657";;;;;;
"7,25";;;;;;;"-635,2448";"-56,64337";"-610,0699";"368,8112";"-597,4825";"-489,65";"-610";"365";"-616";"-157";"-637,7622";"-56,64337";"-533";"424";"-500";"501";"-687";"334";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-630,2098";"-557,6219";"-735,9441";"-706,1541";"-242,5175";"-653,287";"-544,6154";"-560,14";"-569,7902";"-957,902";;;;;;;"-229,9301";"-764,056";"-486,7133";"-545,035";"-214,8252";"-1035,944";"-594,965";"-540";"-579,8601";"-567,692";"-637,7622";"-54,12592";;;;;;
"7,292";;;;;;;"-642,7972";"-66,71332";"-610,0699";"368,8112";"-577,3427";"-492,168";"-609";"370";"-611";"-152";"-642,7972";"-69,23077";"-533";"428";"-499";"503";"-688";"339";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-335,6643";"-814,406";"-544,6154";"-560,14";"-481,6783";"-910,0699";"-287,8322";"-731,329";"-506,8531";"-552,587";"-237,4825";"-869,79";;;;;;;"-572,3077";"-522,3781";"-564,7552";"-562,657";"-637,7622";"-69,23077";;;;;;
"7,333";;;;;;;"-635,2448";"-46,57343";"-605,035";"378,8811";"-562,2378";"-497,203";"-606";"375";"-602";"-148";"-635,2448";"-46,57343";"-531";"432";"-496";"505";"-685";"344";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-1068,252";"-983,077";"-544,6154";"-560,14";"-690,6294";"-952,8669";"-355,8042";"-718,741";"-506,8531";"-552,587";"-363,3566";"-842,098";"-131,7482";"-804,3361";"-486,7133";"-545,035";"-302,9371";"-1030,909";"-572,3077";"-522,3781";"-564,7552";"-562,657";"-635,2448";"-51,6084";;;;;;
"7,375";;;;;;;"-617,6224";"-44,05603";"-600";"378,8811";"-547,1329";"-484,615";"-600";"380";"-612,6799";"-149,6784";"-617,6224";"-39,021";"-529";"437";"-493";"509";"-679";"350";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-886,993";"-834,545";"-544,6154";"-560,14";"-761,1189";"-884,895";"-532,0279";"-507,2729";"-506,8531";"-552,587";"-620,1399";"-44,05603";"107,413";"-897,483";"278,601";"-819,441";"258,462";"-867,2729";"-589,9301";"-738,881";"-564,7552";"-562,657";"-612,5874";"-829,51";;;;;;
"7,417";;;;;;;"-610,0699";"-56,64337";"-594,965";"388,951";"-534,5454";"-464,476";"-592";"385";"-615,9878";"-164,5635";"-612,5874";"-56,64337";"-524,4755";"441,8182";"-491,7483";"519,8601";"-671";"356";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-151,8881";"-1058,601";"-506,8531";"-552,587";"-537,0629";"-1166,853";"-506,8531";"-507,2729";"-486,7133";"-545,035";"-605,035";"-59,16083";;;;;;;;;;;;
"7,458";;;;;;;"-605,035";"-51,6084";"-582,3776";"393,986";"-506,8531";"-466,993";"-582";"390";"-610,0699";"-167,4126";"-602,5175";"-51,6084";"-529,5105";"451,8881";"-494,2657";"524,8951";"-660,4196";"361,2587";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-481,6783";"-509,79";"-459,021";"-552,587";"-605,035";"-56,64337";;;;;;;;;;;;
"7,5";;;;;;;"-582,3776";"-46,57343";"-577,3427";"399,021";"-471,6084";"-454,4056";"-574";"395";"-606,0643";"-169,5253";"-582,3776";"-46,57343";"-537";"461";"-511,8881";"514,8252";"-660,4196";"366,2937";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-461,5385";"-504,755";"-438,8811";"-545,035";"-577,3427";"-54,12592";;;;;;;;;;;;
"7,542";;;;;;;"-582,3776";"-49,09088";"-567,2727";"401,5385";"-453,986";"-456,9231";"-568";"399";"-609,3721";"-166,2175";"-579,8601";"-44,05603";"-532,028";"464,4755";"-501,8182";"524,8951";"-657,9021";"366,2937";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-909,6503";"-789,231";"-735,9441";"-706,1541";;;;;;;;;;;;;"-437";"-500";"-413,7063";"-540";"-579,8601";"-49,09088";;;;;;;;;;;;
"7,583";;;;;;;"-554,6853";"-36,50348";"-559,7203";"406,5734";"-426,2937";"-451,8881";"-562";"402";"-615,9878";"-161,2557";"-554,6853";"-39,021";"-532,028";"464,4755";"-506,8531";"527,4126";"-662,9371";"366,2937";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-403,6364";"-504,755";"-378,4615";"-542,517";"-552,1678";"-41,53851";;;;;;;;;;;;
"7,625";;;;;;;"-547,1329";"-64,1958";"-559,7203";"406,5734";"-403,6364";"-449,3706";"-557";"406";"-614,3339";"-162,9097";"-547,1329";"-69,23077";"-524,4755";"464,4755";"-496,7832";"529,9301";"-650,3496";"368,8112";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-151,8881";"-1058,601";"-751,049";"-910,0699";"-537,0629";"-1166,853";"-383,4965";"-509,79";"-360,8392";"-545,035";"-544,6154";"-69,23077";;;;;;;;;;;;
"7,667";;;;;;;"-526,993";"-54,12592";"-547,1329";"416,6434";"-368,3916";"-456,9231";"-547";"412";"-601,1026";"-171,1791";"-529,5105";"-54,12592";"-514,4056";"479,5804";"-489,2308";"527,4126";"-650,3496";"383,9161";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-343,2168";"-504,755";"-318,0419";"-542,517";"-526,993";"-56,64337";;;;;;;;;;;;
"7,708";;;;;;;"-506,8531";"-71,74823";"-537,0629";"416,6434";"-338,1818";"-441,8182";"-536";"414";"-601,1026";"-167,8713";"-504,3357";"-74,26569";"-519,4406";"479,5804";"-499,3007";"522,3776";"-650,3496";"401,5385";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-881,958";"-769,0909";"-735,9441";"-706,1541";"-886,993";"-834,545";"-710,7692";"-625,594";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-698,1818";"-625,594";"-537,0629";"-1166,853";"-313";"-502";"-287,8322";"-542,517";"-501,8182";"-71,74823";"-615,1049";"-706,1541";"-564,7552";"-562,657";"-660,4196";"-834,545";;;;;;
"7,75";;;;;;;"-491,7483";"-79,30072";"-521,958";"416,6434";"-307,972";"-444,3357";"-521";"415";"-589,5253";"-162,9097";"-489,2308";"-81,81818";"-521,958";"484,6154";"-494,2657";"532,4475";"-655,3846";"399,021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-151,8881";"-1058,601";"-879,4406";"-892,448";"-537,0629";"-1166,853";"-282,7972";"-487,1331";"-255,1049";"-534,965";"-489,2308";"-81,81818";;;;;;;;;;;;
"7,792";;;;;;;"-464,0559";"-71,74823";"-504,3357";"416,6434";"-275,2448";"-436,7832";"-502";"413";"-574,6401";"-162,9097";"-466,5734";"-69,23077";"-511,8881";"487,1329";"-486,7133";"532,4475";"-650,3496";"401,5385";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-992,7273";"-852,168";"-735,9441";"-706,1541";;;;;;;"-151,8881";"-1058,601";"-730,9091";"-645,734";"-537,0629";"-1166,853";"-250,0699";"-489,65";"-217,3427";"-542,517";"-464,0559";"-71,74823";;;;;;;;;;;;
"7,833";;;;;;;"-428,8112";"-64,1958";"-481,6783";"409,0909";"-227,4126";"-431,7482";"-481";"409";"-545";"-154";"-428,8112";"-66,71332";"-514,4056";"484,6154";"-476,6433";"529,9301";"-652,8671";"396,5035";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-831,6084";"-698,601";"-735,9441";"-706,1541";;;;;;;"-151,8881";"-1058,601";"-690,6294";"-643,217";"-537,0629";"-1166,853";"-210";"-483";"-174,5455";"-532,448";"-427";"-75";;;;;;;;;;;;
"7,875";;;;;;;"-393,5664";"-66,71332";"-461,5385";"406,5734";"-192,1678";"-424,1958";"-457";"404";"-571,3323";"-161,2557";"-396,0839";"-66,71332";"-499,3007";"482,0979";"-464,0559";"529,9301";"-635,2448";"399,021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-680,5594";"-585,3149";"-735,9441";"-706,1541";"-886,993";"-834,545";"-632,7273";"-613,007";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-773,7063";"-839,58";"-537,0629";"-1166,853";"-166,993";"-472,028";"-119,1608";"-522,3781";"-391,049";"-66,71332";;;;;;;;;;;;
"7,917";;;;;;;"-360,8392";"-74,26569";"-433,8461";"396,5035";"-151,8881";"-411,6084";"-436";"399";"-560";"-163";"-360,8392";"-74,26569";"-494,2657";"492,1678";"-469,0909";"527,4126";"-632,7273";"404,0559";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-725,8741";"-688,531";"-735,9441";"-706,1541";;;;;;;"-151,8881";"-1058,601";"-683,0769";"-660,839";"-537,0629";"-1166,853";"-120";"-460";"-73,84613";"-507,2729";"-358,3217";"-71,74823";;;;;;;;;;;;
"7,958";;;;;;;"-325,5944";"-66,71332";"-416,2238";"393,986";"-101,5385";"-401,5385";"-416";"394";"-543";"-166";"-325,5944";"-71,74823";"-494,2657";"494,6853";"-464,0559";"529,9301";"-657";"382";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-662,9371";"-565,175";"-735,9441";"-706,1541";"-886,993";"-834,545";"-673,007";"-613,007";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-710,7692";"-663,3571";"-537,0629";"-1166,853";"-73";"-443";"-10,90912";"-484,615";"-316";"-71";;;;;;;;;;;;
"8";;;;;;;"-290,3497";"-51,6084";"-398,6014";"388,951";"-58,74127";"-386,4336";"-397";"387";"-524";"-171";"-292,8671";"-54,12592";"-486,7133";"477,0629";"-451,4685";"527,4126";"-640";"375";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-652,8671";"-686,014";"-735,9441";"-706,1541";"-886,993";"-834,545";"-650,3496";"-580,28";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-688,1119";"-665,874";"-537,0629";"-1166,853";"-25";"-425";"32";"-456";"-287,8322";"-54,12592";;;;;;;;;;;;
"8,042";;;;;;;"-265,1748";"-54,12592";"-380,979";"383,9161";"-20,979";"-366,2937";"-380";"378";"-506";"-177";"-265,1748";"-54,12592";"-466,5734";"456,9231";"-428,8112";"527,4126";"-624";"366";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-630,2098";"-675,944";"-735,9441";"-706,1541";"-886,993";"-834,545";"-567,2727";"-640,699";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-615,1049";"-610,49";"-537,0629";"-1166,853";"-3,356628";"-386,4336";"69";"-420";"-257";"-57";;;;;;;;;;;;
"8,083";;;;;;;"-237,4825";"-49,09088";"-378,4615";"361,2587";"16,7832";"-346,1539";"-376,1715";"359,7243";"-487";"-186";"-237,4825";"-46,57343";"-456,5035";"461,958";"-428,8112";"527,4126";"-610,0699";"353,7063";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-589,9301";"-587,832";"-735,9441";"-706,1541";"-886,993";"-834,545";"-572,3077";"-623,077";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-695,6643";"-776,6429";"-537,0629";"-1166,853";"35";"-360";"105";"-389";"-232,4476";"-51,6084";;;;;;;;;;;;
"8,125";;;;;;;"-222,3776";"-49,09088";"-363,3566";"353,7063";"44,47601";"-308,3916";"-362";"350";"-473";"-194";"-219,8601";"-54,12592";"-464,0559";"436,7832";"-436,3636";"522,3776";"-594,965";"328,5315";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-594,965";"-547,552";"-735,9441";"-706,1541";"-886,993";"-834,545";"-574,8252";"-570,21";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-572,3077";"-635,6639";"-537,0629";"-1166,853";"54,54498";"-318,4615";"136";"-355";"-219,8601";"-56,64337";;;;;;;;;;;;
"8,167";;;;;;;"-182,0979";"-49,09088";"-330,6294";"333,5664";"82,23804";"-258,0419";"-332";"335";"-457";"-199";"-184,6154";"-49,09088";"-431,3287";"431,7483";"-421,2587";"522,3776";"-582,3776";"305,8741";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-642,7972";"-759,021";"-735,9441";"-706,1541";"-886,993";"-834,545";"-557,2028";"-557,6219";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-680,5594";"-733,8459";"-537,0629";"-1166,853";"107,413";"-278,1818";"172,8669";"-295,8042";"-182,0979";"-54,12592";;;;;;;;;;;;
"8,208";;;;;;;"-159,4406";"-49,09088";"-320,5594";"338,6014";"99,85999";"-245,4545";"-323";"337";"-444";"-199";"-159,4406";"-46,57343";"-426,2937";"436,7832";"-398,6014";"509,7902";"-557,2028";"320,979";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-529,5105";"-615,525";"-735,9441";"-706,1541";"-886,993";"-834,545";"-499,3007";"-582,797";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-529,5105";"-595,385";"-537,0629";"-1166,853";"117,483";"-250,4895";"198";"-268";"-157";"-54";;;;;;;;;;;;
"8,25";;;;;;;"-141,8182";"-28,95099";"-302,9371";"323,4965";"114,965";"-240,4196";"-303,3997";"323,3384";"-430";"-194";"-141,8182";"-31,46851";"-423,7762";"429,2308";"-396,0839";"509,7902";"-537";"335";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-597,4825";"-660,839";"-735,9441";"-706,1541";"-886,993";"-834,545";"-481,6783";"-572,7271";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-494,2657";"-550,0699";"-537,0629";"-1166,853";"135,105";"-225,3147";"226";"-243";"-141,8182";"-26,43359";;;;;;;;;;;;
"8,292";;;;;;;"-111,6084";"-26,43359";"-277,7622";"323,4965";"175,385";"-202,6573";"-279";"321";"-414";"-187";"-111,6084";"-26,43359";"-396,0839";"439,3007";"-373,4266";"512,3077";"-512";"331";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-509,3706";"-680,979";"-735,9441";"-706,1541";"-886,993";"-834,545";"-466,5734";"-560,14";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-443,9161";"-613,007";"-537,0629";"-1166,853";"180,42";"-200,1399";"249";"-219";"-114,1259";"-23,91608";;;;;;;;;;;;
"8,333";;;;;;;"-99,021";"-13,84613";"-255,1049";"323,4965";"198,042";"-192,5874";"-253";"319";"-394";"-181";"-96,50348";"-11,32867";"-386,014";"416,6434";"-353,2867";"509,7902";"-484,1958";"326,014";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-459,021";"-658,322";"-735,9441";"-706,1541";"-886,993";"-834,545";"-411,1888";"-587,832";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-401,1189";"-560,14";"-537,0629";"-1166,853";"190,49";"-187,5524";"271";"-197";"-96,50348";"-11,32867";;;;;;;;;;;;
"8,375";;;;;;;"-51,18878";"-11,32867";"-224,8951";"313,4266";"225,734";"-172,4476";"-224,0123";"310,1072";"-370";"-178";"-48,67133";"-13,84613";"-382";"423";"-338,1818";"497,2028";"-486,7133";"343,6364";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-542,0979";"-753,986";"-735,9441";"-706,1541";"-886,993";"-834,545";"-421,2587";"-552,587";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-418,7413";"-557,6219";"-537,0629";"-1166,853";"215";"-171";"296";"-180";"-53,7063";"-6,293701";;;;;;;;;;;;
"8,417";;;;;;;"-43,63641";"-6,293701";"-194,6853";"308,3916";"230,769";"-169,9301";"-195";"307";"-371,2098";"-171,1791";"-41,1189";"-6,293701";"-358";"420";"-315,5245";"484,6154";"-448,951";"348,6713";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-456,5035";"-673,427";"-735,9441";"-706,1541";"-886,993";"-834,545";"-401,1189";"-545,035";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-398,6014";"-570,21";"-537,0629";"-1166,853";"233,287";"-172,4476";"325";"-168";"-41,1189";"-11,32867";;;;;;;;;;;;
"8,458";;;;;;;"-20,979";"-13,84613";"-161,9581";"303,3566";"268,531";"-144,7552";"-162";"301";"-344";"-169";"-20,979";"-16,36359";"-332";"417";"-297,9021";"494,6853";"-417";"346";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-401,1189";"-600,42";"-735,9441";"-706,1541";"-886,993";"-834,545";"-365,8741";"-572,7271";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-355,8042";"-542,517";"-537,0629";"-1166,853";"260,979";"-142,2378";"326,434";"-149,7902";"-18,46149";"-13,84613";;;;;;;;;;;;
"8,5";;;;;;;"9,230774";"-1,258728";"-126,7133";"295,8042";"293,7061";"-137,2028";"-126";"295";"-312";"-168";"9,230774";"-1,258728";"-300";"412";"-267,6923";"484,6154";"-380";"342";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-386,014";"-628,1121";"-735,9441";"-706,1541";"-886,993";"-834,545";"-350,7692";"-552,587";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-320,5594";"-555,105";"-537,0629";"-1166,853";"286,1541";"-129,6503";"344";"-136";"9,230774";"-3,776184";;;;;;;;;;;;
"8,542";;;;;;;"36,9231";"8,811218";"-88,95099";"288,2518";"308,811";"-122,0979";"-90";"288";"-277";"-168";"39,44061";"3,776184";"-269";"407";"-232,4476";"484,6154";"-343";"338";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-386,014";"-728,811";"-735,9441";"-706,1541";"-886,993";"-834,545";"-328,1119";"-590,35";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-340,6993";"-600,42";"-537,0629";"-1166,853";"304";"-118";"361";"-126";"36,9231";"6,293701";;;;;;;;;;;;
"8,583";;;;;;;"87,27295";"21,39862";"-56,22382";"280,6993";"326,434";"-122,0979";"-53";"281";"-238";"-170";"87,27295";"23,91608";"-242,5175";"421,6783";"-214,8252";"479,5804";"-368,3916";"315,9441";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-325,5944";"-726,2939";"-735,9441";"-706,1541";"-886,993";"-834,545";"-265,1748";"-597,902";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-262,6573";"-638,182";"-537,0629";"-1166,853";"321,399";"-119,5804";"375";"-114";"89,79004";"18,8811";;;;;;;;;;;;
"8,625";;;;;;;"120";"21,39862";"-76,36359";"331,049";"330,913";"-103,9871";"-75,16083";"328,3002";"-193";"-174";"122,517";"21,39862";"-206";"416";"-176,2706";"476,0085";"-323";"310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-710,7692";"-927,692";"-250,0699";"-635,6639";"-735,9441";"-706,1541";"-886,993";"-834,545";"-224,8951";"-545,035";"-761,1189";"-884,895";"-151,8881";"-1058,601";"-209,7902";"-597,902";"-537,0629";"-1166,853";"326,434";"-99,44061";"376,783";"-99,44061";"130,0699";"21,39862";;;;;;;;;;;;
